V4_0,Time_codelist,Time,Geography_codelist,Geography,Age_codelist,Age,Sex_codelist,Sex
327926,Year,2014,K02000001,United Kingdom,68,68,2,Female
308651,Year,2014,K02000001,United Kingdom,68,68,1,Male
636577,Year,2014,K02000001,United Kingdom,68,68,0,All
418856,Year,2015,K02000001,United Kingdom,68,68,2,Female
395680,Year,2015,K02000001,United Kingdom,68,68,1,Male
814536,Year,2015,K02000001,United Kingdom,68,68,0,All
414713,Year,2016,K02000001,United Kingdom,69,69,2,Female
389759,Year,2016,K02000001,United Kingdom,69,69,1,Male
804472,Year,2016,K02000001,United Kingdom,69,69,0,All
321488,Year,2013,K02000001,United Kingdom,69,69,2,Female
623085,Year,2013,K02000001,United Kingdom,69,69,0,All
301597,Year,2013,K02000001,United Kingdom,69,69,1,Male
319002,Year,2014,K02000001,United Kingdom,69,69,2,Female
297435,Year,2014,K02000001,United Kingdom,69,69,1,Male
616437,Year,2014,K02000001,United Kingdom,69,69,0,All
324703,Year,2015,K02000001,United Kingdom,69,69,2,Female
303869,Year,2015,K02000001,United Kingdom,69,69,1,Male
321010,Year,2016,K02000001,United Kingdom,70,70,2,Female
628572,Year,2015,K02000001,United Kingdom,69,69,0,All
298550,Year,2016,K02000001,United Kingdom,70,70,1,Male
619560,Year,2016,K02000001,United Kingdom,70,70,0,All
302609,Year,2013,K02000001,United Kingdom,70,70,2,Female
278987,Year,2013,K02000001,United Kingdom,70,70,1,Male
581596,Year,2013,K02000001,United Kingdom,70,70,0,All
317842,Year,2014,K02000001,United Kingdom,70,70,2,Female
296181,Year,2014,K02000001,United Kingdom,70,70,1,Male
614023,Year,2014,K02000001,United Kingdom,70,70,0,All
315276,Year,2015,K02000001,United Kingdom,70,70,2,Female
292273,Year,2015,K02000001,United Kingdom,70,70,1,Male
607549,Year,2015,K02000001,United Kingdom,70,70,0,All
311262,Year,2016,K02000001,United Kingdom,71,71,2,Female
286665,Year,2016,K02000001,United Kingdom,71,71,1,Male
597927,Year,2016,K02000001,United Kingdom,71,71,0,All
273294,Year,2013,K02000001,United Kingdom,71,71,2,Female
247889,Year,2013,K02000001,United Kingdom,71,71,1,Male
298893,Year,2014,K02000001,United Kingdom,71,71,2,Female
521183,Year,2013,K02000001,United Kingdom,71,71,0,All
273383,Year,2014,K02000001,United Kingdom,71,71,1,Male
572276,Year,2014,K02000001,United Kingdom,71,71,0,All
313740,Year,2015,K02000001,United Kingdom,71,71,2,Female
290461,Year,2015,K02000001,United Kingdom,71,71,1,Male
604201,Year,2015,K02000001,United Kingdom,71,71,0,All
309430,Year,2016,K02000001,United Kingdom,72,72,2,Female
284335,Year,2016,K02000001,United Kingdom,72,72,1,Male
593765,Year,2016,K02000001,United Kingdom,72,72,0,All
248579,Year,2013,K02000001,United Kingdom,72,72,2,Female
221555,Year,2013,K02000001,United Kingdom,72,72,1,Male
470134,Year,2013,K02000001,United Kingdom,72,72,0,All
269375,Year,2014,K02000001,United Kingdom,72,72,2,Female
242115,Year,2014,K02000001,United Kingdom,72,72,1,Male
511490,Year,2014,K02000001,United Kingdom,72,72,0,All
294594,Year,2015,K02000001,United Kingdom,72,72,2,Female
561866,Year,2015,K02000001,United Kingdom,72,72,0,All
267272,Year,2015,K02000001,United Kingdom,72,72,1,Male
289868,Year,2016,K02000001,United Kingdom,73,73,2,Female
260737,Year,2016,K02000001,United Kingdom,73,73,1,Male
550605,Year,2016,K02000001,United Kingdom,73,73,0,All
257212,Year,2013,K02000001,United Kingdom,73,73,2,Female
228348,Year,2013,K02000001,United Kingdom,73,73,1,Male
485560,Year,2013,K02000001,United Kingdom,73,73,0,All
216099,Year,2014,K02000001,United Kingdom,73,73,1,Male
244666,Year,2014,K02000001,United Kingdom,73,73,2,Female
460765,Year,2014,K02000001,United Kingdom,73,73,0,All
265034,Year,2015,K02000001,United Kingdom,73,73,2,Female
236273,Year,2015,K02000001,United Kingdom,73,73,1,Male
501307,Year,2015,K02000001,United Kingdom,73,73,0,All
260201,Year,2016,K02000001,United Kingdom,74,74,2,Female
230007,Year,2016,K02000001,United Kingdom,74,74,1,Male
490208,Year,2016,K02000001,United Kingdom,74,74,0,All
255845,Year,2013,K02000001,United Kingdom,74,74,2,Female
224857,Year,2013,K02000001,United Kingdom,74,74,1,Male
480702,Year,2013,K02000001,United Kingdom,74,74,0,All
252639,Year,2014,K02000001,United Kingdom,74,74,2,Female
222372,Year,2014,K02000001,United Kingdom,74,74,1,Male
475011,Year,2014,K02000001,United Kingdom,74,74,0,All
240147,Year,2015,K02000001,United Kingdom,74,74,2,Female
210093,Year,2015,K02000001,United Kingdom,74,74,1,Male
235265,Year,2016,K02000001,United Kingdom,75,75,2,Female
450240,Year,2015,K02000001,United Kingdom,74,74,0,All
203808,Year,2016,K02000001,United Kingdom,75,75,1,Male
439073,Year,2016,K02000001,United Kingdom,75,75,0,All
248997,Year,2013,K02000001,United Kingdom,75,75,2,Female
217282,Year,2013,K02000001,United Kingdom,75,75,1,Male
466279,Year,2013,K02000001,United Kingdom,75,75,0,All
250774,Year,2014,K02000001,United Kingdom,75,75,2,Female
469138,Year,2014,K02000001,United Kingdom,75,75,0,All
218364,Year,2014,K02000001,United Kingdom,75,75,1,Male
247443,Year,2015,K02000001,United Kingdom,75,75,2,Female
215612,Year,2015,K02000001,United Kingdom,75,75,1,Male
463055,Year,2015,K02000001,United Kingdom,75,75,0,All
241909,Year,2016,K02000001,United Kingdom,76,76,2,Female
208628,Year,2016,K02000001,United Kingdom,76,76,1,Male
450537,Year,2016,K02000001,United Kingdom,76,76,0,All
238320,Year,2013,K02000001,United Kingdom,76,76,2,Female
203509,Year,2013,K02000001,United Kingdom,76,76,1,Male
441829,Year,2013,K02000001,United Kingdom,76,76,0,All
243557,Year,2014,K02000001,United Kingdom,76,76,2,Female
210416,Year,2014,K02000001,United Kingdom,76,76,1,Male
453973,Year,2014,K02000001,United Kingdom,76,76,0,All
244995,Year,2015,K02000001,United Kingdom,76,76,2,Female
210995,Year,2015,K02000001,United Kingdom,76,76,1,Male
455990,Year,2015,K02000001,United Kingdom,76,76,0,All
238785,Year,2016,K02000001,United Kingdom,77,77,2,Female
203267,Year,2016,K02000001,United Kingdom,77,77,1,Male
442052,Year,2016,K02000001,United Kingdom,77,77,0,All
228487,Year,2013,K02000001,United Kingdom,77,77,2,Female
191081,Year,2013,K02000001,United Kingdom,77,77,1,Male
419568,Year,2013,K02000001,United Kingdom,77,77,0,All
232445,Year,2014,K02000001,United Kingdom,77,77,2,Female
196226,Year,2014,K02000001,United Kingdom,77,77,1,Male
428671,Year,2014,K02000001,United Kingdom,77,77,0,All
237101,Year,2015,K02000001,United Kingdom,77,77,2,Female
202447,Year,2015,K02000001,United Kingdom,77,77,1,Male
439548,Year,2015,K02000001,United Kingdom,77,77,0,All
230502,Year,2016,K02000001,United Kingdom,78,78,2,Female
194087,Year,2016,K02000001,United Kingdom,78,78,1,Male
424589,Year,2016,K02000001,United Kingdom,78,78,0,All
218098,Year,2013,K02000001,United Kingdom,78,78,2,Female
179314,Year,2013,K02000001,United Kingdom,78,78,1,Male
397412,Year,2013,K02000001,United Kingdom,78,78,0,All
222256,Year,2014,K02000001,United Kingdom,78,78,2,Female
183409,Year,2014,K02000001,United Kingdom,78,78,1,Male
405665,Year,2014,K02000001,United Kingdom,78,78,0,All
225678,Year,2015,K02000001,United Kingdom,78,78,2,Female
188015,Year,2015,K02000001,United Kingdom,78,78,1,Male
413693,Year,2015,K02000001,United Kingdom,78,78,0,All
218672,Year,2016,K02000001,United Kingdom,79,79,2,Female
398273,Year,2016,K02000001,United Kingdom,79,79,0,All
179601,Year,2016,K02000001,United Kingdom,79,79,1,Male
203851,Year,2013,K02000001,United Kingdom,79,79,2,Female
163156,Year,2013,K02000001,United Kingdom,79,79,1,Male
367007,Year,2013,K02000001,United Kingdom,79,79,0,All
211352,Year,2014,K02000001,United Kingdom,79,79,2,Female
171376,Year,2014,K02000001,United Kingdom,79,79,1,Male
382728,Year,2014,K02000001,United Kingdom,79,79,0,All
174775,Year,2015,K02000001,United Kingdom,79,79,1,Male
214988,Year,2015,K02000001,United Kingdom,79,79,2,Female
389763,Year,2015,K02000001,United Kingdom,79,79,0,All
207307,Year,2016,K02000001,United Kingdom,80,80,2,Female
165896,Year,2016,K02000001,United Kingdom,80,80,1,Male
373203,Year,2016,K02000001,United Kingdom,80,80,0,All
195590,Year,2013,K02000001,United Kingdom,80,80,2,Female
151839,Year,2013,K02000001,United Kingdom,80,80,1,Male
347429,Year,2013,K02000001,United Kingdom,80,80,0,All
154867,Year,2014,K02000001,United Kingdom,80,80,1,Male
196702,Year,2014,K02000001,United Kingdom,80,80,2,Female
351569,Year,2014,K02000001,United Kingdom,80,80,0,All
203186,Year,2015,K02000001,United Kingdom,80,80,2,Female
162277,Year,2015,K02000001,United Kingdom,80,80,1,Male
194940,Year,2016,K02000001,United Kingdom,81,81,2,Female
365463,Year,2015,K02000001,United Kingdom,80,80,0,All
152996,Year,2016,K02000001,United Kingdom,81,81,1,Male
347936,Year,2016,K02000001,United Kingdom,81,81,0,All
191376,Year,2013,K02000001,United Kingdom,81,81,2,Female
144171,Year,2013,K02000001,United Kingdom,81,81,1,Male
335547,Year,2013,K02000001,United Kingdom,81,81,0,All
187782,Year,2014,K02000001,United Kingdom,81,81,2,Female
143293,Year,2014,K02000001,United Kingdom,81,81,1,Male
331075,Year,2014,K02000001,United Kingdom,81,81,0,All
188243,Year,2015,K02000001,United Kingdom,81,81,2,Female
333965,Year,2015,K02000001,United Kingdom,81,81,0,All
145722,Year,2015,K02000001,United Kingdom,81,81,1,Male
179575,Year,2016,K02000001,United Kingdom,82,82,2,Female
136457,Year,2016,K02000001,United Kingdom,82,82,1,Male
316032,Year,2016,K02000001,United Kingdom,82,82,0,All
183284,Year,2013,K02000001,United Kingdom,82,82,2,Female
132435,Year,2013,K02000001,United Kingdom,82,82,1,Male
315719,Year,2013,K02000001,United Kingdom,82,82,0,All
182573,Year,2014,K02000001,United Kingdom,82,82,2,Female
134990,Year,2014,K02000001,United Kingdom,82,82,1,Male
317563,Year,2014,K02000001,United Kingdom,82,82,0,All
178566,Year,2015,K02000001,United Kingdom,82,82,2,Female
133787,Year,2015,K02000001,United Kingdom,82,82,1,Male
312353,Year,2015,K02000001,United Kingdom,82,82,0,All
169146,Year,2016,K02000001,United Kingdom,83,83,2,Female
124118,Year,2016,K02000001,United Kingdom,83,83,1,Male
293264,Year,2016,K02000001,United Kingdom,83,83,0,All
172336,Year,2013,K02000001,United Kingdom,83,83,2,Female
118502,Year,2013,K02000001,United Kingdom,83,83,1,Male
290838,Year,2013,K02000001,United Kingdom,83,83,0,All
173684,Year,2014,K02000001,United Kingdom,83,83,2,Female
122882,Year,2014,K02000001,United Kingdom,83,83,1,Male
296566,Year,2014,K02000001,United Kingdom,83,83,0,All
172237,Year,2015,K02000001,United Kingdom,83,83,2,Female
124667,Year,2015,K02000001,United Kingdom,83,83,1,Male
161737,Year,2016,K02000001,United Kingdom,84,84,2,Female
296904,Year,2015,K02000001,United Kingdom,83,83,0,All
114574,Year,2016,K02000001,United Kingdom,84,84,1,Male
276311,Year,2016,K02000001,United Kingdom,84,84,0,All
156442,Year,2013,K02000001,United Kingdom,84,84,2,Female
103926,Year,2013,K02000001,United Kingdom,84,84,1,Male
260368,Year,2013,K02000001,United Kingdom,84,84,0,All
162215,Year,2014,K02000001,United Kingdom,84,84,2,Female
271259,Year,2014,K02000001,United Kingdom,84,84,0,All
109044,Year,2014,K02000001,United Kingdom,84,84,1,Male
162382,Year,2015,K02000001,United Kingdom,84,84,2,Female
112442,Year,2015,K02000001,United Kingdom,84,84,1,Male
274824,Year,2015,K02000001,United Kingdom,84,84,0,All
151282,Year,2016,K02000001,United Kingdom,85,85,2,Female
102258,Year,2016,K02000001,United Kingdom,85,85,1,Male
253540,Year,2016,K02000001,United Kingdom,85,85,0,All
141546,Year,2013,K02000001,United Kingdom,85,85,2,Female
231427,Year,2013,K02000001,United Kingdom,85,85,0,All
89881,Year,2013,K02000001,United Kingdom,85,85,1,Male
145956,Year,2014,K02000001,United Kingdom,85,85,2,Female
94559,Year,2014,K02000001,United Kingdom,85,85,1,Male
240515,Year,2014,K02000001,United Kingdom,85,85,0,All
150471,Year,2015,K02000001,United Kingdom,85,85,2,Female
98571,Year,2015,K02000001,United Kingdom,85,85,1,Male
249042,Year,2015,K02000001,United Kingdom,85,85,0,All
138636,Year,2016,K02000001,United Kingdom,86,86,2,Female
88486,Year,2016,K02000001,United Kingdom,86,86,1,Male
227122,Year,2016,K02000001,United Kingdom,86,86,0,All
129719,Year,2013,K02000001,United Kingdom,86,86,2,Female
79740,Year,2013,K02000001,United Kingdom,86,86,1,Male
209459,Year,2013,K02000001,United Kingdom,86,86,0,All
130839,Year,2014,K02000001,United Kingdom,86,86,2,Female
81063,Year,2014,K02000001,United Kingdom,86,86,1,Male
211902,Year,2014,K02000001,United Kingdom,86,86,0,All
133863,Year,2015,K02000001,United Kingdom,86,86,2,Female
84424,Year,2015,K02000001,United Kingdom,86,86,1,Male
163519,Year,2015,K02000001,United Kingdom,90+,90+,1,Male
556266,Year,2015,K02000001,United Kingdom,90+,90+,0,All
392747,Year,2015,K02000001,United Kingdom,90+,90+,2,Female
550820,Year,2014,K02000001,United Kingdom,90+,90+,0,All
157790,Year,2014,K02000001,United Kingdom,90+,90+,1,Male
393030,Year,2014,K02000001,United Kingdom,90+,90+,2,Female
527244,Year,2013,K02000001,United Kingdom,90+,90+,0,All
148143,Year,2013,K02000001,United Kingdom,90+,90+,1,Male
379101,Year,2013,K02000001,United Kingdom,90+,90+,2,Female
571245,Year,2016,K02000001,United Kingdom,90+,90+,0,All
171710,Year,2016,K02000001,United Kingdom,90+,90+,1,Male
399535,Year,2016,K02000001,United Kingdom,90+,90+,2,Female
145225,Year,2015,K02000001,United Kingdom,89,89,0,All
51143,Year,2015,K02000001,United Kingdom,89,89,1,Male
94082,Year,2015,K02000001,United Kingdom,89,89,2,Female
143408,Year,2014,K02000001,United Kingdom,89,89,0,All
93957,Year,2014,K02000001,United Kingdom,89,89,2,Female
49451,Year,2014,K02000001,United Kingdom,89,89,1,Male
141191,Year,2013,K02000001,United Kingdom,89,89,0,All
47477,Year,2013,K02000001,United Kingdom,89,89,1,Male
93714,Year,2013,K02000001,United Kingdom,89,89,2,Female
146702,Year,2016,K02000001,United Kingdom,89,89,0,All
52736,Year,2016,K02000001,United Kingdom,89,89,1,Male
93966,Year,2016,K02000001,United Kingdom,89,89,2,Female
61372,Year,2015,K02000001,United Kingdom,88,88,1,Male
167274,Year,2015,K02000001,United Kingdom,88,88,0,All
105902,Year,2015,K02000001,United Kingdom,88,88,2,Female
167104,Year,2014,K02000001,United Kingdom,88,88,0,All
60107,Year,2014,K02000001,United Kingdom,88,88,1,Male
106997,Year,2014,K02000001,United Kingdom,88,88,2,Female
162808,Year,2013,K02000001,United Kingdom,88,88,0,All
57350,Year,2013,K02000001,United Kingdom,88,88,1,Male
105458,Year,2013,K02000001,United Kingdom,88,88,2,Female
168738,Year,2016,K02000001,United Kingdom,88,88,0,All
62141,Year,2016,K02000001,United Kingdom,88,88,1,Male
189763,Year,2015,K02000001,United Kingdom,87,87,0,All
106597,Year,2016,K02000001,United Kingdom,88,88,2,Female
71190,Year,2015,K02000001,United Kingdom,87,87,1,Male
118573,Year,2015,K02000001,United Kingdom,87,87,2,Female
189458,Year,2014,K02000001,United Kingdom,87,87,0,All
70905,Year,2014,K02000001,United Kingdom,87,87,1,Male
118553,Year,2014,K02000001,United Kingdom,87,87,2,Female
187048,Year,2013,K02000001,United Kingdom,87,87,0,All
68707,Year,2013,K02000001,United Kingdom,87,87,1,Male
118341,Year,2013,K02000001,United Kingdom,87,87,2,Female
196886,Year,2016,K02000001,United Kingdom,87,87,0,All
74887,Year,2016,K02000001,United Kingdom,87,87,1,Male
121999,Year,2016,K02000001,United Kingdom,87,87,2,Female
218287,Year,2015,K02000001,United Kingdom,86,86,0,All
325905,Year,2016,E92000001,England,0,0,2,Female
343198,Year,2016,E92000001,England,0,0,1,Male
669103,Year,2016,E92000001,England,0,0,0,All
329240,Year,2013,E92000001,England,0,0,2,Female
347291,Year,2013,E92000001,England,0,0,1,Male
676531,Year,2013,E92000001,England,0,0,0,All
323863,Year,2014,E92000001,England,0,0,2,Female
340320,Year,2014,E92000001,England,0,0,1,Male
664183,Year,2014,E92000001,England,0,0,0,All
322748,Year,2015,E92000001,England,0,0,2,Female
340229,Year,2015,E92000001,England,0,0,1,Male
662977,Year,2015,E92000001,England,0,0,0,All
326144,Year,2016,E92000001,England,1,1,2,Female
669817,Year,2016,E92000001,England,1,1,0,All
343673,Year,2016,E92000001,England,1,1,1,Male
359261,Year,2013,E92000001,England,1,1,1,Male
342020,Year,2013,E92000001,England,1,1,2,Female
701281,Year,2013,E92000001,England,1,1,0,All
332357,Year,2014,E92000001,England,1,1,2,Female
350346,Year,2014,E92000001,England,1,1,1,Male
682703,Year,2014,E92000001,England,1,1,0,All
327125,Year,2015,E92000001,England,1,1,2,Female
343868,Year,2015,E92000001,England,1,1,1,Male
670993,Year,2015,E92000001,England,1,1,0,All
347041,Year,2016,E92000001,England,2,2,1,Male
330428,Year,2016,E92000001,England,2,2,2,Female
677469,Year,2016,E92000001,England,2,2,0,All
335890,Year,2013,E92000001,England,2,2,2,Female
352887,Year,2013,E92000001,England,2,2,1,Male
688777,Year,2013,E92000001,England,2,2,0,All
344972,Year,2014,E92000001,England,2,2,2,Female
362052,Year,2014,E92000001,England,2,2,1,Male
707024,Year,2014,E92000001,England,2,2,0,All
335543,Year,2015,E92000001,England,2,2,2,Female
353389,Year,2015,E92000001,England,2,2,1,Male
688932,Year,2015,E92000001,England,2,2,0,All
338459,Year,2016,E92000001,England,3,3,2,Female
356302,Year,2016,E92000001,England,3,3,1,Male
694761,Year,2016,E92000001,England,3,3,0,All
331177,Year,2013,E92000001,England,3,3,2,Female
678113,Year,2013,E92000001,England,3,3,0,All
346936,Year,2013,E92000001,England,3,3,1,Male
338531,Year,2014,E92000001,England,3,3,2,Female
355576,Year,2014,E92000001,England,3,3,1,Male
694107,Year,2014,E92000001,England,3,3,0,All
347748,Year,2015,E92000001,England,3,3,2,Female
364839,Year,2015,E92000001,England,3,3,1,Male
712587,Year,2015,E92000001,England,3,3,0,All
350471,Year,2016,E92000001,England,4,4,2,Female
367425,Year,2016,E92000001,England,4,4,1,Male
717896,Year,2016,E92000001,England,4,4,0,All
326983,Year,2013,E92000001,England,4,4,2,Female
342445,Year,2013,E92000001,England,4,4,1,Male
669428,Year,2013,E92000001,England,4,4,0,All
333494,Year,2014,E92000001,England,4,4,2,Female
349446,Year,2014,E92000001,England,4,4,1,Male
682940,Year,2014,E92000001,England,4,4,0,All
358063,Year,2015,E92000001,England,4,4,1,Male
341128,Year,2015,E92000001,England,4,4,2,Female
699191,Year,2015,E92000001,England,4,4,0,All
343506,Year,2016,E92000001,England,5,5,2,Female
360249,Year,2016,E92000001,England,5,5,1,Male
703755,Year,2016,E92000001,England,5,5,0,All
329718,Year,2013,E92000001,England,5,5,2,Female
346317,Year,2013,E92000001,England,5,5,1,Male
676035,Year,2013,E92000001,England,5,5,0,All
344782,Year,2014,E92000001,England,5,5,1,Male
329174,Year,2014,E92000001,England,5,5,2,Female
673956,Year,2014,E92000001,England,5,5,0,All
335831,Year,2015,E92000001,England,5,5,2,Female
351780,Year,2015,E92000001,England,5,5,1,Male
687611,Year,2015,E92000001,England,5,5,0,All
337684,Year,2016,E92000001,England,6,6,2,Female
691506,Year,2016,E92000001,England,6,6,0,All
353822,Year,2016,E92000001,England,6,6,1,Male
318957,Year,2013,E92000001,England,6,6,2,Female
335377,Year,2013,E92000001,England,6,6,1,Male
654334,Year,2013,E92000001,England,6,6,0,All
331519,Year,2014,E92000001,England,6,6,2,Female
348126,Year,2014,E92000001,England,6,6,1,Male
679645,Year,2014,E92000001,England,6,6,0,All
331039,Year,2015,E92000001,England,6,6,2,Female
677724,Year,2015,E92000001,England,6,6,0,All
346685,Year,2015,E92000001,England,6,6,1,Male
332770,Year,2016,E92000001,England,7,7,2,Female
348708,Year,2016,E92000001,England,7,7,1,Male
681478,Year,2016,E92000001,England,7,7,0,All
313140,Year,2013,E92000001,England,7,7,2,Female
327925,Year,2013,E92000001,England,7,7,1,Male
641065,Year,2013,E92000001,England,7,7,0,All
320616,Year,2014,E92000001,England,7,7,2,Female
337168,Year,2014,E92000001,England,7,7,1,Male
657784,Year,2014,E92000001,England,7,7,0,All
333321,Year,2015,E92000001,England,7,7,2,Female
350076,Year,2015,E92000001,England,7,7,1,Male
334935,Year,2016,E92000001,England,8,8,2,Female
683397,Year,2015,E92000001,England,7,7,0,All
351884,Year,2016,E92000001,England,8,8,1,Male
686819,Year,2016,E92000001,England,8,8,0,All
313904,Year,2013,E92000001,England,8,8,1,Male
299710,Year,2013,E92000001,England,8,8,2,Female
613614,Year,2013,E92000001,England,8,8,0,All
314696,Year,2014,E92000001,England,8,8,2,Female
329581,Year,2014,E92000001,England,8,8,1,Male
644277,Year,2014,E92000001,England,8,8,0,All
322153,Year,2015,E92000001,England,8,8,2,Female
339029,Year,2015,E92000001,England,8,8,1,Male
661182,Year,2015,E92000001,England,8,8,0,All
323688,Year,2016,E92000001,England,9,9,2,Female
341020,Year,2016,E92000001,England,9,9,1,Male
664708,Year,2016,E92000001,England,9,9,0,All
294410,Year,2013,E92000001,England,9,9,2,Female
308461,Year,2013,E92000001,England,9,9,1,Male
602871,Year,2013,E92000001,England,9,9,0,All
301211,Year,2014,E92000001,England,9,9,2,Female
616703,Year,2014,E92000001,England,9,9,0,All
315492,Year,2014,E92000001,England,9,9,1,Male
316214,Year,2015,E92000001,England,9,9,2,Female
331335,Year,2015,E92000001,England,9,9,1,Male
317759,Year,2016,E92000001,England,10,10,2,Female
647549,Year,2015,E92000001,England,9,9,0,All
333385,Year,2016,E92000001,England,10,10,1,Male
651144,Year,2016,E92000001,England,10,10,0,All
285202,Year,2013,E92000001,England,10,10,2,Female
585128,Year,2013,E92000001,England,10,10,0,All
299926,Year,2013,E92000001,England,10,10,1,Male
295987,Year,2014,E92000001,England,10,10,2,Female
309958,Year,2014,E92000001,England,10,10,1,Male
605945,Year,2014,E92000001,England,10,10,0,All
302763,Year,2015,E92000001,England,10,10,2,Female
317310,Year,2015,E92000001,England,10,10,1,Male
304522,Year,2016,E92000001,England,11,11,2,Female
620073,Year,2015,E92000001,England,10,10,0,All
319355,Year,2016,E92000001,England,11,11,1,Male
623877,Year,2016,E92000001,England,11,11,0,All
280139,Year,2013,E92000001,England,11,11,2,Female
294139,Year,2013,E92000001,England,11,11,1,Male
574278,Year,2013,E92000001,England,11,11,0,All
286854,Year,2014,E92000001,England,11,11,2,Female
301489,Year,2014,E92000001,England,11,11,1,Male
588343,Year,2014,E92000001,England,11,11,0,All
297780,Year,2015,E92000001,England,11,11,2,Female
312010,Year,2015,E92000001,England,11,11,1,Male
609790,Year,2015,E92000001,England,11,11,0,All
299657,Year,2016,E92000001,England,12,12,2,Female
314120,Year,2016,E92000001,England,12,12,1,Male
613777,Year,2016,E92000001,England,12,12,0,All
288451,Year,2013,E92000001,England,12,12,2,Female
300727,Year,2013,E92000001,England,12,12,1,Male
589178,Year,2013,E92000001,England,12,12,0,All
281989,Year,2014,E92000001,England,12,12,2,Female
295822,Year,2014,E92000001,England,12,12,1,Male
577811,Year,2014,E92000001,England,12,12,0,All
288731,Year,2015,E92000001,England,12,12,2,Female
303399,Year,2015,E92000001,England,12,12,1,Male
592130,Year,2015,E92000001,England,12,12,0,All
290519,Year,2016,E92000001,England,13,13,2,Female
595930,Year,2016,E92000001,England,13,13,0,All
305411,Year,2016,E92000001,England,13,13,1,Male
294885,Year,2013,E92000001,England,13,13,2,Female
309678,Year,2013,E92000001,England,13,13,1,Male
604563,Year,2013,E92000001,England,13,13,0,All
290211,Year,2014,E92000001,England,13,13,2,Female
302505,Year,2014,E92000001,England,13,13,1,Male
592716,Year,2014,E92000001,England,13,13,0,All
297781,Year,2015,E92000001,England,13,13,1,Male
283828,Year,2015,E92000001,England,13,13,2,Female
581609,Year,2015,E92000001,England,13,13,0,All
285376,Year,2016,E92000001,England,14,14,2,Female
300150,Year,2016,E92000001,England,14,14,1,Male
585526,Year,2016,E92000001,England,14,14,0,All
303991,Year,2013,E92000001,England,14,14,2,Female
319255,Year,2013,E92000001,England,14,14,1,Male
623246,Year,2013,E92000001,England,14,14,0,All
311723,Year,2014,E92000001,England,14,14,1,Male
296517,Year,2014,E92000001,England,14,14,2,Female
608240,Year,2014,E92000001,England,14,14,0,All
291956,Year,2015,E92000001,England,14,14,2,Female
304737,Year,2015,E92000001,England,14,14,1,Male
596693,Year,2015,E92000001,England,14,14,0,All
307644,Year,2016,E92000001,England,15,15,1,Male
293890,Year,2016,E92000001,England,15,15,2,Female
601534,Year,2016,E92000001,England,15,15,0,All
307485,Year,2013,E92000001,England,15,15,2,Female
323311,Year,2013,E92000001,England,15,15,1,Male
630796,Year,2013,E92000001,England,15,15,0,All
305724,Year,2014,E92000001,England,15,15,2,Female
321455,Year,2014,E92000001,England,15,15,1,Male
627179,Year,2014,E92000001,England,15,15,0,All
298386,Year,2015,E92000001,England,15,15,2,Female
612676,Year,2015,E92000001,England,15,15,0,All
314290,Year,2015,E92000001,England,15,15,1,Male
300447,Year,2016,E92000001,England,16,16,2,Female
317256,Year,2016,E92000001,England,16,16,1,Male
617703,Year,2016,E92000001,England,16,16,0,All
315861,Year,2013,E92000001,England,16,16,2,Female
332004,Year,2013,E92000001,England,16,16,1,Male
647865,Year,2013,E92000001,England,16,16,0,All
309406,Year,2014,E92000001,England,16,16,2,Female
325470,Year,2014,E92000001,England,16,16,1,Male
634876,Year,2014,E92000001,England,16,16,0,All
307539,Year,2015,E92000001,England,16,16,2,Female
324096,Year,2015,E92000001,England,16,16,1,Male
631635,Year,2015,E92000001,England,16,16,0,All
310306,Year,2016,E92000001,England,17,17,2,Female
328168,Year,2016,E92000001,England,17,17,1,Male
638474,Year,2016,E92000001,England,17,17,0,All
334967,Year,2013,E92000001,England,17,17,1,Male
314381,Year,2013,E92000001,England,17,17,2,Female
649348,Year,2013,E92000001,England,17,17,0,All
318108,Year,2014,E92000001,England,17,17,2,Female
335161,Year,2014,E92000001,England,17,17,1,Male
653269,Year,2014,E92000001,England,17,17,0,All
312086,Year,2015,E92000001,England,17,17,2,Female
329021,Year,2015,E92000001,England,17,17,1,Male
641107,Year,2015,E92000001,England,17,17,0,All
315632,Year,2016,E92000001,England,18,18,2,Female
333286,Year,2016,E92000001,England,18,18,1,Male
648918,Year,2016,E92000001,England,18,18,0,All
316647,Year,2013,E92000001,England,18,18,2,Female
333563,Year,2013,E92000001,England,18,18,1,Male
650210,Year,2013,E92000001,England,18,18,0,All
317389,Year,2014,E92000001,England,18,18,2,Female
338364,Year,2014,E92000001,England,18,18,1,Male
655753,Year,2014,E92000001,England,18,18,0,All
321759,Year,2015,E92000001,England,18,18,2,Female
339272,Year,2015,E92000001,England,18,18,1,Male
661031,Year,2015,E92000001,England,18,18,0,All
327336,Year,2016,E92000001,England,19,19,2,Female
345445,Year,2016,E92000001,England,19,19,1,Male
672781,Year,2016,E92000001,England,19,19,0,All
329714,Year,2013,E92000001,England,19,19,2,Female
676533,Year,2013,E92000001,England,19,19,0,All
346819,Year,2013,E92000001,England,19,19,1,Male
321562,Year,2014,E92000001,England,19,19,2,Female
338315,Year,2014,E92000001,England,19,19,1,Male
659877,Year,2014,E92000001,England,19,19,0,All
323005,Year,2015,E92000001,England,19,19,2,Female
343835,Year,2015,E92000001,England,19,19,1,Male
